year,entity,amount,source
2015,UNAIDS,293936807.0,ceb
2015,UNDP,5057413898.0,ceb
2015,UNEP,559703000.0,ceb
2015,UNESCO,762491041.0,ceb
2015,UNFPA,977375687.0,ceb
2015,UNHCR,3278871762.0,ceb
2015,UNICEF,5077601656.0,ceb
2015,UNIDO,244140762.0,ceb
2015,UNITAR,23473000.0,ceb
2015,UNODC,278919255.0,ceb
2015,UNOPS,671526000.0,ceb
2015,UNRWA,1333774841.0,ceb
2015,UNU,74632000.0,ceb
2015,UPU,79265758.0,ceb
2015,WFP,4893472393.0,ceb
2015,WHO,2738660315.0,ceb
2015,WIPO,351839000.0,ceb
2015,WMO,102471241.0,ceb
2015,WTO,247027181.0,ceb
2016,FAO,1201818140.0,ceb
2016,IAEA,549644351.0,ceb
2016,ICAO,192346640.0,ceb
2016,IFAD,169727000.0,ceb
2016,ILO,674937000.0,ceb
2016,IMO,57821457.0,ceb
2016,IOM,1602307417.0,ceb
2016,ITC,91197000.0,ceb
2016,ITU,183604878.0,ceb
2016,PAHO,1363470773.0,ceb
2016,UN,5713034000.0,ceb
2016,UN Tourism,23171332.0,ceb
2016,UN Women,339801000.0,ceb
2016,UN-DPO,8876176000.0,ceb
2016,UN-Habitat,186433318.0,ceb
2016,UNAIDS,181750055.0,ceb
2016,UNDP,4659525828.0,ceb
2016,UNEP,561342000.0,ceb
2016,UNESCO,663683714.0,ceb
2016,UNFPA,922517792.0,ceb
2016,UNHCR,3846924119.0,ceb
2016,UNICEF,5427255034.0,ceb
2016,UNIDO,235511425.0,ceb
2016,UNITAR,23854000.0,ceb
2016,UNODC,241906000.0,ceb
2016,UNOPS,769873000.0,ceb
2016,UNRWA,1316762306.0,ceb
2016,UNU,89986553.0,ceb
2016,UPU,77403536.0,ceb
2016,WFP,5355409043.0,ceb
2016,WHO,2471062278.0,ceb
2016,WIPO,347037074.0,ceb
2016,WMO,98226341.0,ceb
2016,WTO,249234708.0,ceb
2017,CTBTO,124931880.0,ceb
2017,FAO,1531753306.0,ceb
2017,IAEA,642585424.0,ceb
2017,ICAO,215225968.0,ceb
2017,ICC,186698415.0,ceb
2017,IFAD,188817000.0,ceb
2017,ILO,640794735.0,ceb
2017,IMO,71238649.0,ceb
2017,IOM,1605352909.0,ceb
2017,ITC,88210000.0,ceb
2017,ITU,200015337.13,ceb
2017,PAHO,1435096541.0,ceb
2017,UN,5790918528.0,ceb
2017,UN Tourism,27201861.0,ceb
2017,UN Women,338615000.0,ceb
2017,UN-DPO,8263932000.0,ceb
2017,UN-Habitat,197483176.0,ceb
2017,UNAIDS,173371100.0,ceb
2017,UNCDF,64585908.0,ceb
2017,UNDP,5094775419.0,ceb
2017,UNEP,562234566.0,ceb
2017,UNESCO,688169870.0,ceb
2017,UNFCCC,95353834.0,ceb
2017,UNFPA,926869317.0,ceb
2017,UNHCR,3942839988.0,ceb
2017,UNICEF,5843812313.0,ceb
2017,UNIDO,299180198.0,ceb
2017,UNITAR,28129041.0,ceb
2017,UNODC,308703000.0,ceb
2017,UNOPS,815855396.0,ceb
2017,UNRWA,1310443631.0,ceb
2017,UNSSC,10027597.0,ceb
2017,UNU,107838582.0,ceb
2017,UPU,82854834.0,ceb
2017,WFP,6224010883.0,ceb
2017,WHO,2680744796.0,ceb
2017,WIPO,403729039.0,ceb
2017,WMO,107891616.0,ceb
2017,WTO,257713702.0,ceb
2018,CTBTO,127564070.0,ceb
2018,FAO,1454768694.3,ceb
2018,IAEA,641027397.3,ceb
2018,IARC,46483337.9,ceb
2018,ICAO,229964200.7,ceb
2018,ICC,176976518.3,ceb
2018,IFAD,193082000.0,ceb
2018,ILO,624826077.0,ceb
2018,IMO,63760456.38,ceb
2018,IOM,1841571956.0,ceb
2018,ITC,98687491.0,ceb
2018,ITU,186793313.1,ceb
2018,OPCW,84194436.07,ceb
2018,PAHO,1299479539.0,ceb
2018,UN,6238507587.54,ceb
2018,UN Tourism,21123147.58,ceb
2018,UN Women,380260000.04,ceb
2018,UN-DPO,7987831960.61,ceb
2018,UN-Habitat,185747457.16,ceb
2018,UNAIDS,184336897.0,ceb
2018,UNCDF,60853360.76,ceb
2018,UNDP,5096825461.0,ceb
2018,UNEP,558532205.8,ceb
2018,UNESCO,682012889.0,ceb
2018,UNFCCC,91157673.0,ceb
2018,UNFPA,1086021579.9,ceb
2018,UNHCR,4063979955.08,ceb
2018,UNICEF,5918587378.0,ceb
2018,UNIDO,279463696.0,ceb
2018,UNITAID,216329000.0,ceb
2018,UNITAR,28584000.0,ceb
2018,UNODC,332270000.0,ceb
2018,UNOPS,923666350.35,ceb
2018,UNRWA,1190222772.0,ceb
2018,UNSSC,9741572.0,ceb
2018,UNU,90538190.0,ceb
2018,UPU,75172437.69500001,ceb
2018,WFP,6789054399.1,ceb
2018,WHO,2500048502.0,ceb
2018,WIPO,355663225.04,ceb
2018,WMO,96634245.19,ceb
2018,WTO,263483282.68,ceb
2019,CTBTO,117462825.0,ceb
2019,FAO,1584375032.22,ceb
2019,IAEA,636895089.3,ceb
2019,IARC,48360015.63,ceb
2019,ICAO,231676903.4,ceb
2019,ICC,179393673.0,ceb
2019,IFAD,185838000.0,ceb
2019,ILO,704861145.8,ceb
2019,IMO,60224453.47,ceb
2019,IOM,2096318813.69,ceb
2019,ITC,118952000.0,ceb
2019,ITLOS,11875667.41059154,ceb
2019,ITU,250912720.0,ceb
2019,OPCW,86323021.21,ceb
2019,PAHO,1104921000.0,ceb
2019,UN,6618377550.77,ceb
2019,UN Tourism,22159445.47,ceb
2019,UN Women,420889999.98,ceb
2019,UN-DPO,7760762953.94,ceb
2019,UN-Habitat,190343510.68,ceb
2019,UNAIDS,190726910.0,ceb
2019,UNCDF,73573294.7,ceb
2019,UNDP,4923673210.0,ceb
2019,UNEP,592782116.11,ceb
2019,UNESCO,639527167.0,ceb
2019,UNFCCC,91656612.0,ceb
2019,UNFPA,1130202247.5,ceb
2019,UNHCR,4258261680.0,ceb
2019,UNICEF,6202896276.5695,ceb
2019,UNIDO,291853037.7,ceb
2019,UNITAID,242026000.0,ceb
2019,UNITAR,28941142.88,ceb
2019,UNODC,374841162.9,ceb
2019,UNOPS,1190259904.0,ceb
2019,UNRWA,1173131446.0,ceb
2019,UNSSC,11478500.0,ceb
2019,UNU,75812727.0,ceb
2019,UPU,81622406.149,ceb
2019,WFP,7770847127.58,ceb
2019,WHO,3087801000.0,ceb
2019,WIPO,387497258.63,ceb
2019,WMO,101411282.05,ceb
2019,WTO,261310806.81,ceb
2020,CTBTO,113298823.0,ceb
2020,FAO,1550512909.6361659,ceb
2020,IAEA,671034355.8,ceb
2020,IARC,53895347.24,ceb
2020,ICAO,168394389.04850945,ceb
2020,ICC,191354716.5358,ceb
2020,IFAD,190620000.0,ceb
2020,ILO,644063591.521254,ceb
2020,IMO,68551673.3873,ceb
2020,IOM,2178037649.0214305,ceb
2020,ITC,131295000.0,ceb
2020,ITLOS,11919957.06,ceb
2020,ITU,246469593.47799236,ceb
2020,OPCW,88600299.39,ceb
2020,PAHO,1182006000.0,ceb
2020,UN,6478738801.84,ceb
2020,UN Tourism,23811839.053427905,ceb
2020,UN Women,439509965.091,ceb
2020,UN-DPO,7336866635.97,ceb
2020,UN-Habitat,149389094.86,ceb
2020,UNAIDS,191535514.0,ceb
2020,UNCDF,81669567.71,ceb
2020,UNDP,5021893659.49,ceb
2020,UNEP,491138909.76,ceb
2020,UNESCO,578300617.0,ceb
2020,UNFCCC,73229083.0,ceb
2020,UNFPA,1228101620.4160986,ceb
2020,UNHCR,4432455082.893,ceb
2020,UNICEF,6283252271.64,ceb
2020,UNIDO,284549906.826211,ceb
2020,UNITAID,257250000.0,ceb
2020,UNITAR,34679033.48,ceb
2020,UNODC,333101185.38,ceb
2020,UNOPS,1140724892.04941,ceb
2020,UNRWA,1127619220.4,ceb
2020,UNSSC,11610875.0,ceb
2020,UNU,70736556.0,ceb
2020,UNV,28952238.139999997,ceb
2020,UPU,95597653.449233,ceb
2020,WFP,8199933387.918462,ceb
2020,WHO,3561304772.0,ceb
2020,WIPO,377934362.23,ceb
2020,WMO,94908267.27161081,ceb
2020,WTO,289073673.81,ceb
2021,CTBTO,115961255.0,ceb
2021,FAO,1653704076.0049436,ceb
2021,IAEA,631248581.2,ceb
2021,IARC,50661507.38,ceb
2021,ICAO,189407586.90330234,ceb
2021,ICC,174957054.65294,ceb
2021,IFAD,208731000.0,ceb
2021,ILO,773491577.19,ceb
2021,IMO,66520035.040455006,ceb
2021,IOM,2532100079.59,ceb
2021,ISA,8324591.0,ceb
2021,ITC,150872000.0,ceb
2021,ITLOS,42878727.58,ceb
2021,ITU,208102141.01999998,ceb
2021,OPCW,81543888.51,ceb
2021,PAHO,1649456763.0,ceb
2021,UN,6388956878.91,ceb
2021,UN Tourism,26096317.570202697,ceb
2021,UN Women,530740641.956924,ceb
2021,UN-DPO,7265453455.4800005,ceb
2021,UN-Habitat,186007357.31,ceb
2021,UNAIDS,208742347.0,ceb
2021,UNCCD,18589043.0,ceb
2021,UNCDF,97104949.499,ceb
2021,UNDP,5353793427.0,ceb
2021,UNEP,628607033.73,ceb
2021,UNESCO,688073748.0,ceb
2021,UNFCCC,93551315.0,ceb
2021,UNFPA,1300677929.72,ceb
2021,UNHCR,4692352152.262,ceb
2021,UNICEF,6958973182.41,ceb
2021,UNICRI,8936125.28,ceb
2021,UNIDO,299751825.9517424,ceb
2021,UNITAID,362137000.0,ceb
2021,UNITAR,40129126.15,ceb
2021,UNODC,347583921.13000005,ceb
2021,UNOPS,1145198024.82,ceb
2021,UNRWA,1206677223.0,ceb
2021,UNSSC,14638261.0,ceb
2021,UNU,78153508.0,ceb
2021,UNV,31065880.0,ceb
2021,UPU,85174592.34685417,ceb
2021,WFP,9406985909.151741,ceb
2021,WHO,3718623266.85,ceb
2021,WIPO,387663679.74,ceb
2021,WMO,86887093.03118291,ceb
2021,WTO,284154514.54,ceb
2022,CTBTO,116556665.0,ceb
2022,FAO,1942174005.0,ceb
2022,IAEA,686985090.5,ceb
2022,IARC,51288503.73,ceb
2022,ICAO,198918168.83,ceb
2022,ICC,174399899.94,ceb
2022,IFAD,219641199.0,ceb
2022,ILO,790727133.0,ceb
2022,IMO,64816691.949999996,ceb
2022,IOM,2922821978.0,ceb
2022,IRMCT,85716000.0,ceb
2022,ISA,12585198.0,ceb
2022,ITC,158451785.0,ceb
2022,ITLOS,17600617.68,ceb
2022,ITU,218869984.86,ceb
2022,OPCW,88672666.67,ceb
2022,PAHO,1435675930.0,ceb
2022,UN,7276591885.0,ceb
2022,UN Tourism,29859653.88,ceb
2022,UN Women,540250889.0,ceb
2022,UN-DPO,7091307082.0,ceb
2022,UN-Habitat,218121819.0,ceb
2022,UNAIDS,194763468.0,ceb
2022,UNCCD,23021228.0,ceb
2022,UNCDF,116211137.0,ceb
2022,UNDP,5317255342.0,ceb
2022,UNEP,627312925.0,ceb
2022,UNESCO,682559164.0,ceb
2022,UNFCCC,132507131.0,ceb
2022,UNFPA,1442843391.0,ceb
2022,UNHCR,5361688945.0,ceb
2022,UNICEF,8541219182.0,ceb
2022,UNICRI,10131153.0,ceb
2022,UNIDO,330112180.02,ceb
2022,UNITAID,189680000.0,ceb
2022,UNITAR,41360976.0,ceb
2022,UNODC,395454466.0,ceb
2022,UNOPS,1222875603.0,ceb
2022,UNRWA,1312390153.0,ceb
2022,UNSSC,15248460.0,ceb
2022,UNU,146106641.0,ceb
2022,UNV,30296820.0,ceb
2022,UPU,80576263.27,ceb
2022,WFP,12238902479.0,ceb
2022,WHO,3847784184.0,ceb
2022,WIPO,394548791.96,ceb
2022,WMO,104796316.36999999,ceb
2022,WTO,308029763.81,ceb
2023,CTBTO,128643691.0,ceb
2023,FAO,2119226684.0,ceb
2023,IAEA,750331853.5,ceb
2023,IARC,50646048.83,ceb
2023,ICAO,247071089.48,ceb
2023,ICC,200657524.94,ceb
2023,IFAD,226278973.0,ceb
2023,ILO,851273122.0,ceb
2023,IMO,87390237.55,ceb
2023,IOM,3419345478.0,ceb
2023,IRMCT,79295000.0,ceb
2023,ISA,12313795.0,ceb
2023,ITC,158784000.0,ceb
2023,ITLOS,17799912.32,ceb
2023,ITU,260743712.59,ceb
2023,OPCW,94172092.12,ceb
2023,PAHO,1098900000.0,ceb
2023,UN,7645963980.0,ceb
2023,UN Tourism,34570738.06,ceb
2023,UN Women,546102676.0,ceb
2023,UN-DPO,7226664864.0,ceb
2023,UN-Habitat,177685766.0,ceb
2023,UNAIDS,204147862.0,ceb
2023,UNCCD,26920603.0,ceb
2023,UNCDF,100780000.0,ceb
2023,UNDP,5556748182.0,ceb
2023,UNEP,671941354.0,ceb
2023,UNESCO,738221437.0,ceb
2023,UNFCCC,124311217.0,ceb
2023,UNFPA,1510418278.0,ceb
2023,UNHCR,5319731209.0,ceb
2023,UNICEF,9036662000.0,ceb
2023,UNICRI,11830552.0,ceb
2023,UNIDO,372756564.96000004,ceb
2023,UNITAID,193365000.0,ceb
2023,UNITAR,49474820.0,ceb
2023,UNODC,439681881.0,ceb
2023,UNOPS,1238762299.0,ceb
2023,UNRWA,1460546302.0,ceb
2023,UNSSC,19567298.0,ceb
2023,UNU,81439290.0,ceb
2023,UNV,27384901.0,ceb
2023,UPU,108758261.07,ceb
2023,WFP,10747959271.0,ceb
2023,WHO,4110910457.0,ceb
2023,WIPO,474309744.84,ceb
2023,WMO,125641916.17,ceb
2023,WTO,314202918.53999996,ceb
2024,CTBTO,134037685.0,ceb
2024,FAO,2186386840.0,ceb
2024,IAEA,778994791.7,ceb
2024,IARC,55071631.25,ceb
2024,ICAO,214536170.59,ceb
2024,ICC,203060819.85,ceb
2024,IFAD,245195041.0,ceb
2024,ILO,858209541.0,ceb
2024,IMO,87073919.6,ceb
2024,IOM,3672506691.0,ceb
2024,IRMCT,95155000.0,ceb
2024,ISA,12694266.0,ceb
2024,ITC,172302246.0,ceb
2024,ITLOS,19685035.42,ceb
2024,ITU,246410344.11999997,ceb
2024,OPCW,86550647.92,ceb
2024,PAHO,1120053425.0,ceb
2024,UN,7600990348.0,ceb
2024,UN Tourism,33355633.33,ceb
2024,UN Women,622770150.4138006,ceb
2024,UN-DPO,7341051634.0,ceb
2024,UN-Habitat,188263637.0,ceb
2024,UNAIDS,203716004.0,ceb
2024,UNCCD,40130111.0,ceb
2024,UNCDF,84896540.0,ceb
2024,UNDP,5315326809.0,ceb
2024,UNEP,808063860.0,ceb
2024,UNESCO,848684009.0,ceb
2024,UNFCCC,122381813.0,ceb
2024,UNFPA,1528012969.0,ceb
2024,UNHCR,4894644082.0,ceb
2024,UNICEF,8514715187.0,ceb
2024,UNICRI,12357569.0,ceb
2024,UNIDO,324950524.95,ceb
2024,UNITAID,177041000.0,ceb
2024,UNITAR,57387688.0,ceb
2024,UNODC,472440639.0,ceb
2024,UNOPS,1481769343.0,ceb
2024,UNRWA,1273233663.0,ceb
2024,UNSSC,21569087.0,ceb
2024,UNU,80479703.0,ceb
2024,UNV,27195265.0,ceb
2024,UPU,91055422.86,ceb
2024,WFP,9158082718.0,ceb
2024,WHO,3763352772.0,ceb
2024,WIPO,436827954.47,ceb
2024,WMO,124774694.85,ceb
2024,WTO,201589364.08,ceb
